date,v
1950-01-01,6.49283885955811
1951-01-01,6.59454250335693
1952-01-01,6.71951961517334
1953-01-01,6.81135511398315
1954-01-01,6.93241500854492
1955-01-01,7.04640626907349
1956-01-01,7.15833282470703
1957-01-01,7.25468111038208
1958-01-01,7.3543872833252
1959-01-01,7.47857570648193
1960-01-01,7.57764291763306
1961-01-01,7.67295646667481
1962-01-01,7.77618455886841
1963-01-01,7.88867855072022
1964-01-01,7.98553991317749
1965-01-01,8.0875244140625
1966-01-01,8.19963932037354
1967-01-01,8.2967119216919
1968-01-01,8.40144634246826
1969-01-01,8.48287391662598
1970-01-01,8.57740497589111
1971-01-01,8.65678024291992
1972-01-01,8.74315738677979
1973-01-01,8.83120441436768
1974-01-01,9.16103172302246
1975-01-01,9.26017761230469
1976-01-01,9.23285484313965
1977-01-01,9.45600986480713
1978-01-01,9.59162712097168
1979-01-01,9.75939464569092
1980-01-01,9.78753852844238
1981-01-01,9.83670520782471
1982-01-01,9.98936080932617
1983-01-01,10.3157749176025
1984-01-01,10.5572557449341
1985-01-01,10.6875839233398
1986-01-01,10.9587926864624
1987-01-01,11.1771202087402
1988-01-01,11.3988361358643
1989-01-01,11.4962272644043
1990-01-01,11.8114786148071
1991-01-01,12.1906824111938
1992-01-01,12.3859348297119
1993-01-01,12.3450126647949
1994-01-01,12.4161834716797
1995-01-01,11.8353137969971
1996-01-01,12.1372137069702
1997-01-01,12.7625093460083
1998-01-01,13.3511428833008
1999-01-01,13.461275100708
2000-01-01,13.5983610153198
2001-01-01,13.505482673645
2002-01-01,13.4126663208008
2003-01-01,14.0691041946411
2004-01-01,14.9968576431274
2005-01-01,15.7495889663696
2006-01-01,16.2981224060059
2007-01-01,16.9614124298096
2008-01-01,17.3702507019043
2009-01-01,17.5620536804199
2010-01-01,18.0767459869385
2011-01-01,18.4880313873291
2012-01-01,18.7912883758545
2013-01-01,19.124418258667
2014-01-01,19.3830509185791
2015-01-01,19.8544502258301
2016-01-01,19.7231750488281
2017-01-01,20.0336608886719
2018-01-01,20.1350708007813
2019-01-01,20.6432781219482
2020-01-01,18.7495632171631
2021-01-01,20.9869899749756
2022-01-01,22.083532333374
2023-01-01,22.7903251647949
