date,v
1950-01-01,3.4272837638855
1951-01-01,3.5212619304657
1952-01-01,3.58896613121033
1953-01-01,3.65064978599548
1954-01-01,3.7282726764679
1955-01-01,3.80841636657715
1956-01-01,3.89250016212463
1957-01-01,3.94345593452454
1958-01-01,3.97842645645142
1959-01-01,4.0273814201355
1960-01-01,4.15227031707764
1961-01-01,4.16426372528076
1962-01-01,4.26416921615601
1963-01-01,4.38606357574463
1964-01-01,4.54341506958008
1965-01-01,4.68104219436646
1966-01-01,4.84978771209717
1967-01-01,5.00150632858276
1968-01-01,5.12361621856689
1969-01-01,5.26686716079712
1970-01-01,5.46656227111816
1971-01-01,5.64900827407837
1972-01-01,5.76099920272827
1973-01-01,5.92150211334229
1974-01-01,6.03445529937744
1975-01-01,6.01168203353882
1976-01-01,6.09550762176514
1977-01-01,6.14987134933472
1978-01-01,6.17055416107178
1979-01-01,6.25266456604004
1980-01-01,6.43097400665283
1981-01-01,6.52753734588623
1982-01-01,6.53168630599976
1983-01-01,6.42645740509033
1984-01-01,6.64158773422241
1985-01-01,6.86523818969727
1986-01-01,7.15787935256958
1987-01-01,7.32305145263672
1988-01-01,7.60127115249634
1989-01-01,7.9344048500061
1990-01-01,8.06645011901856
1991-01-01,7.87423372268677
1992-01-01,7.83751249313355
1993-01-01,7.87055444717407
1994-01-01,8.1211748123169
1995-01-01,8.4172887802124
1996-01-01,8.6054220199585
1997-01-01,8.65484237670898
1998-01-01,8.79393672943115
1999-01-01,8.95317459106445
2000-01-01,9.15580081939697
2001-01-01,9.33692646026611
2002-01-01,9.45518779754639
2003-01-01,9.67939853668213
2004-01-01,9.86977863311768
2005-01-01,10.1498174667358
2006-01-01,10.4159488677979
2007-01-01,10.7361841201782
2008-01-01,11.0429754257202
2009-01-01,11.1730194091797
2010-01-01,11.3007745742798
2011-01-01,11.5834360122681
2012-01-01,11.7063789367676
2013-01-01,11.8428659439087
2014-01-01,11.8968238830566
2015-01-01,12.0478782653809
2016-01-01,12.3064651489258
2017-01-01,12.4996700286865
2018-01-01,12.8947973251343
2019-01-01,13.1821699142456
2020-01-01,13.200291633606
2021-01-01,13.3665046691895
2022-01-01,13.7700872421265
2023-01-01,13.7563667297363
