date,v
1950-01-01,62.4649085998535
1951-01-01,64.9348526000977
1952-01-01,65.8290939331055
1953-01-01,66.7851028442383
1954-01-01,65.5197067260742
1955-01-01,67.2933807373047
1956-01-01,68.8955917358398
1957-01-01,69.2199401855469
1958-01-01,67.9430923461914
1959-01-01,69.4828796386719
1960-01-01,70.6460189819336
1961-01-01,70.6938095092773
1962-01-01,71.7677536010742
1963-01-01,72.7672500610352
1964-01-01,74.4171905517578
1965-01-01,76.191047668457
1966-01-01,78.5942001342773
1967-01-01,80.5108032226563
1968-01-01,82.1303176879883
1969-01-01,84.0793533325195
1970-01-01,84.4425811767578
1971-01-01,84.6576461791992
1972-01-01,87.0524063110352
1973-01-01,89.9233474731445
1974-01-01,91.6357727050781
1975-01-01,90.5058212280273
1976-01-01,93.3249664306641
1977-01-01,96.5252380371094
1978-01-01,100.492530822754
1979-01-01,103.14087677002
1980-01-01,103.470497131348
1981-01-01,104.698364257813
1982-01-01,103.979858398438
1983-01-01,105.435424804688
1984-01-01,109.861747741699
1985-01-01,112.190933227539
1986-01-01,114.729598999023
1987-01-01,117.664184570313
1988-01-01,120.204109191895
1989-01-01,122.550140380859
1990-01-01,123.909660339355
1991-01-01,122.739585876465
1992-01-01,123.287582397461
1993-01-01,124.845741271973
1994-01-01,127.499229431152
1995-01-01,129.18815612793
1996-01-01,130.841674804688
1997-01-01,133.488845825195
1998-01-01,135.237609863281
1999-01-01,137.152206420898
2000-01-01,138.807235717773
2001-01-01,138.769241333008
2002-01-01,138.339965820313
2003-01-01,139.01806640625
2004-01-01,140.763900756836
2005-01-01,143.133728027344
2006-01-01,145.8642578125
2007-01-01,147.297500610352
2008-01-01,147.243347167969
2009-01-01,142.301330566406
2010-01-01,141.964340209961
2011-01-01,143.617950439453
2012-01-01,146.331634521484
2013-01-01,148.027877807617
2014-01-01,150.637252807617
2015-01-01,153.071655273438
2016-01-01,155.681167602539
2017-01-01,158.468490600586
2018-01-01,161.065612792969
2019-01-01,163.923538208008
2020-01-01,154.939697265625
2021-01-01,160.861312866211
2022-01-01,165.578491210938
2023-01-01,167.539749145508
