date,v
1955-01-01,2.32291102409363
1956-01-01,2.36477065086365
1957-01-01,2.40890073776245
1958-01-01,2.45381760597229
1959-01-01,2.49821734428406
1960-01-01,2.54203701019287
1961-01-01,2.61175203323364
1962-01-01,2.68384385108948
1963-01-01,2.75559234619141
1964-01-01,2.82936835289001
1965-01-01,2.90342879295349
1966-01-01,2.97801375389099
1967-01-01,3.05341649055481
1968-01-01,3.12856340408325
1969-01-01,3.20320510864258
1970-01-01,3.27625107765198
1971-01-01,3.40006566047668
1972-01-01,3.52888202667236
1973-01-01,3.66169905662537
1974-01-01,3.79895806312561
1975-01-01,3.94047665596008
1976-01-01,4.28352308273315
1977-01-01,4.36809015274048
1978-01-01,4.44390869140625
1979-01-01,4.602707862854
1980-01-01,4.76912784576416
1981-01-01,5.0182409286499
1982-01-01,5.21817970275879
1983-01-01,5.41180086135864
1984-01-01,5.54932260513306
1985-01-01,5.60472202301025
1986-01-01,5.68880462646484
1987-01-01,5.85304594039917
1988-01-01,6.04969501495361
1989-01-01,6.29833602905273
1990-01-01,6.57248115539551
1991-01-01,6.75363969802856
1992-01-01,6.93309354782105
1993-01-01,7.1979284286499
1994-01-01,7.38139009475708
1995-01-01,7.6687126159668
1996-01-01,7.90168571472168
1997-01-01,8.1280403137207
1998-01-01,8.12622547149658
1999-01-01,8.3655309677124
2000-01-01,8.81299018859863
2001-01-01,8.87453079223633
2002-01-01,9.1381254196167
2003-01-01,9.41619110107422
2004-01-01,9.55192375183106
2005-01-01,9.58206844329834
2006-01-01,9.87366771697998
2007-01-01,10.1433639526367
2008-01-01,10.1788272857666
2009-01-01,10.3842296600342
2010-01-01,11.215950012207
2011-01-01,12.313549041748
2012-01-01,12.5110750198364
2013-01-01,13.2360506057739
2014-01-01,13.6337747573853
2015-01-01,14.0659990310669
2016-01-01,14.1628017425537
2017-01-01,14.4767990112305
2018-01-01,14.7758989334106
2019-01-01,15.073296546936
2020-01-01,14.9566974639893
2021-01-01,15.064094543457
2022-01-01,15.3916921615601
2023-01-01,15.5549440383911
