date,v
1950-01-01,4.10914468765259
1951-01-01,4.12720346450806
1952-01-01,4.11340141296387
1953-01-01,4.19413566589356
1954-01-01,4.31417560577393
1955-01-01,4.39916515350342
1956-01-01,4.47246551513672
1957-01-01,4.50328302383423
1958-01-01,4.47033977508545
1959-01-01,4.52346181869507
1960-01-01,4.61588191986084
1961-01-01,4.72212409973145
1962-01-01,4.85809803009033
1963-01-01,4.96327590942383
1964-01-01,5.0907506942749
1965-01-01,5.17680072784424
1966-01-01,5.26178884506226
1967-01-01,5.29259634017944
1968-01-01,5.38927221298218
1969-01-01,5.52525758743286
1970-01-01,5.60989332199097
1971-01-01,5.66534090042114
1972-01-01,5.63229656219482
1973-01-01,5.67163848876953
1974-01-01,5.71133041381836
1975-01-01,5.71043157577515
1976-01-01,5.75071716308594
1977-01-01,5.75596046447754
1978-01-01,5.8323769569397
1979-01-01,5.95741176605225
1980-01-01,6.06827878952026
1981-01-01,6.04018688201904
1982-01-01,5.95257902145386
1983-01-01,5.9043173789978
1984-01-01,5.95599031448364
1985-01-01,6.06943273544312
1986-01-01,6.21536779403687
1987-01-01,6.35044288635254
1988-01-01,6.46723222732544
1989-01-01,6.64409017562866
1990-01-01,6.84981966018677
1991-01-01,6.98372316360474
1992-01-01,7.08506727218628
1993-01-01,7.11765909194946
1994-01-01,7.16826248168945
1995-01-01,7.33093929290772
1996-01-01,7.48666858673096
1997-01-01,7.71626853942871
1998-01-01,7.89995002746582
1999-01-01,8.13138866424561
2000-01-01,8.28247165679932
2001-01-01,8.44836902618408
2002-01-01,8.50863838195801
2003-01-01,8.46136569976807
2004-01-01,8.36612319946289
2005-01-01,8.42051601409912
2006-01-01,8.60412788391113
2007-01-01,8.85702133178711
2008-01-01,9.00102996826172
2009-01-01,8.92243671417236
2010-01-01,8.86155128479004
2011-01-01,8.93379592895508
2012-01-01,8.91139507293701
2013-01-01,8.80360794067383
2014-01-01,8.79122066497803
2015-01-01,8.86274147033691
2016-01-01,9.00038814544678
2017-01-01,9.21410942077637
2018-01-01,9.46382331848145
2019-01-01,9.67924690246582
2020-01-01,9.6303300857544
2021-01-01,9.79918766021729
2022-01-01,10.1847143173218
2023-01-01,10.3563680648804
