date,v
1950-01-01,2.91568040847778
1951-01-01,2.97085547447205
1952-01-01,2.90400242805481
1953-01-01,2.8726761341095
1954-01-01,2.95665597915649
1955-01-01,3.10609316825867
1956-01-01,3.20088076591492
1957-01-01,3.27375364303589
1958-01-01,3.30004024505615
1959-01-01,3.34935641288757
1960-01-01,3.41788744926453
1961-01-01,3.43663644790649
1962-01-01,3.42055082321167
1963-01-01,3.39713144302368
1964-01-01,3.39149236679077
1965-01-01,3.36869359016418
1966-01-01,3.34071493148804
1967-01-01,3.28626155853272
1968-01-01,3.24312829971313
1969-01-01,3.23713517189026
1970-01-01,3.24365496635437
1971-01-01,3.2792603969574
1972-01-01,3.30342769622803
1973-01-01,3.34956169128418
1974-01-01,3.39309072494507
1975-01-01,3.36804461479187
1976-01-01,3.37936520576477
1977-01-01,3.42046546936035
1978-01-01,3.43754172325134
1979-01-01,3.45223641395569
1980-01-01,3.4837372303009
1981-01-01,3.47178244590759
1982-01-01,3.42237758636475
1983-01-01,3.40403008460999
1984-01-01,3.40024161338806
1985-01-01,3.40923118591309
1986-01-01,3.41781139373779
1987-01-01,3.41320395469666
1988-01-01,3.43837070465088
1989-01-01,3.48591065406799
1990-01-01,3.54023694992065
1991-01-01,3.58416867256165
1992-01-01,3.60016560554504
1993-01-01,3.5806257724762
1994-01-01,3.57996296882629
1995-01-01,3.56742596626282
1996-01-01,3.5812611579895
1997-01-01,3.60738015174866
1998-01-01,3.64380431175232
1999-01-01,3.69898223876953
2000-01-01,3.7340624332428
2001-01-01,3.76019597053528
2002-01-01,3.7565450668335
2003-01-01,3.78339385986328
2004-01-01,3.80705428123474
2005-01-01,3.85279417037964
2006-01-01,3.91921520233154
2007-01-01,3.99066925048828
2008-01-01,4.06640625
2009-01-01,4.04547452926636
2010-01-01,4.07625865936279
2011-01-01,4.13998031616211
2012-01-01,4.18322658538818
2013-01-01,4.20145893096924
2014-01-01,4.24325466156006
2015-01-01,4.27408504486084
2016-01-01,4.32182931900024
2017-01-01,4.3961615562439
2018-01-01,4.47437429428101
2019-01-01,4.52494764328003
2020-01-01,4.45141696929932
2021-01-01,4.54677677154541
2022-01-01,4.66247940063477
2023-01-01,4.69524145126343
