date,v
1970-01-01,0.697338044643402
1971-01-01,0.732628583908081
1972-01-01,0.773618638515472
1973-01-01,0.820187270641327
1974-01-01,0.872110784053803
1975-01-01,0.928354799747467
1976-01-01,1.04984176158905
1977-01-01,1.18984031677246
1978-01-01,1.34902882575989
1979-01-01,1.52685570716858
1980-01-01,1.72266864776611
1981-01-01,1.79436826705933
1982-01-01,1.87275326251984
1983-01-01,1.95498287677765
1984-01-01,2.03854131698608
1985-01-01,2.12026476860046
1986-01-01,2.25172567367554
1987-01-01,2.40869665145874
1988-01-01,2.58249425888062
1989-01-01,2.77026915550232
1990-01-01,2.97303819656372
1991-01-01,3.07044172286987
1992-01-01,3.15161657333374
1993-01-01,3.30506563186646
1994-01-01,3.4576723575592
1995-01-01,3.61106753349304
1996-01-01,3.76546168327332
1997-01-01,3.93675065040588
1998-01-01,4.1252908706665
1999-01-01,4.33113479614258
2000-01-01,4.52116203308106
2001-01-01,4.71891164779663
2002-01-01,4.90927696228027
2003-01-01,5.34033727645874
2004-01-01,5.77378416061401
2005-01-01,6.21315860748291
2006-01-01,6.6607084274292
2007-01-01,6.96234893798828
2008-01-01,7.26214981079102
2009-01-01,7.48962545394898
2010-01-01,8.19592189788818
2011-01-01,9.30556964874268
2012-01-01,9.71526908874512
2013-01-01,10.2186222076416
2014-01-01,10.6112957000732
2015-01-01,11.0777540206909
2016-01-01,11.7519083023071
2017-01-01,11.6777791976929
2018-01-01,11.7068681716919
2019-01-01,12.1748628616333
2020-01-01,12.4525575637817
2021-01-01,14.3184146881104
2022-01-01,16.2060737609863
2023-01-01,15.4389848709106
