date,v
1950-01-01,153.753768920898
1951-01-01,155.689331054688
1952-01-01,157.72785949707
1953-01-01,159.861938476563
1954-01-01,162.076858520508
1955-01-01,164.370361328125
1956-01-01,166.743087768555
1957-01-01,169.198715209961
1958-01-01,171.735397338867
1959-01-01,174.349914550781
1960-01-01,177.039642333984
1961-01-01,178.504364013672
1962-01-01,179.885620117188
1963-01-01,181.644943237305
1964-01-01,183.365325927734
1965-01-01,185.236450195313
1966-01-01,187.084884643555
1967-01-01,188.989349365234
1968-01-01,190.779876708984
1969-01-01,192.5078125
1970-01-01,194.098968505859
1971-01-01,199.91096496582
1972-01-01,205.963455200195
1973-01-01,211.932418823242
1974-01-01,218.184387207031
1975-01-01,225.241470336914
1976-01-01,232.404251098633
1977-01-01,239.84912109375
1978-01-01,247.081665039063
1979-01-01,254.056732177734
1980-01-01,261.981842041016
1981-01-01,269.776885986328
1982-01-01,277.049041748047
1983-01-01,285.069885253906
1984-01-01,292.749298095703
1985-01-01,300.698333740234
1986-01-01,309.148223876953
1987-01-01,317.519348144531
1988-01-01,326.597290039063
1989-01-01,335.599578857422
1990-01-01,345.386993408203
1991-01-01,354.105987548828
1992-01-01,363.084411621094
1993-01-01,372.4365234375
1994-01-01,377.710906982422
1995-01-01,381.690032958984
1996-01-01,385.872314453125
1997-01-01,390.425170898438
1998-01-01,395.1845703125
1999-01-01,400.287231445313
2000-01-01,409.24853515625
2001-01-01,419.761993408203
2002-01-01,430.733276367188
2003-01-01,442.381225585938
2004-01-01,454.544982910156
2005-01-01,457.638061523438
2006-01-01,457.973663330078
2007-01-01,459.028869628906
2008-01-01,460.812957763672
2009-01-01,463.632537841797
2010-01-01,467.412475585938
2011-01-01,472.214385986328
2012-01-01,469.831085205078
2013-01-01,483.854339599609
2014-01-01,483.084625244141
2015-01-01,482.700531005859
2016-01-01,482.989105224609
2017-01-01,488.15234375
2018-01-01,493.244964599609
2019-01-01,539.495788574219
2020-01-01,549.254089355469
2021-01-01,576.977722167969
2022-01-01,631.638244628906
2023-01-01,670.032348632813
